Genotype,File,Batch,Replicate,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,Solar.month,Solar.day,Lunar.cycle,Lunar.day,Hour,Minute
B73,S2_B73-25Aug_B8_B7_B6_B4_A4_A3_A1.csv,S2,A4,10.19864875,9.722520826,10.42439412,10.17515748,11.20991926,11.27122575,11.67802578,12.7271115,13.72405807,16.93605947,19.05772218,21.80276298,24.64979026,29.14235233,33.66413525,35.97487404,41.07018771,44.4724111,47.16645865,49.72471521,51.88075539,55.49497316,55.92641038,59.85690086,58.28126692,60.36683329,59.32405011,61.05438265,59.80533466,60.47569528,60.74498544,60.79655164,60.63612346,61.82787567,61.66171791,64.06241107,63.47226454,65.46615767,65.7182591,64.61245056,65.32291822,65.28281118,65.21405624,65.19113793,64.43483364,64.14835474,62.09143626,61.22054041,60.78509249,58.61358244,58.94016839,56.55780987,55.98542504,56.81392201,55.36032808,56.0157918,56.47473099,55.29329202,55.53049655,56.33779408,56.14871801,S8,S25,L9,L1,13,0
B73,S2_B73-25Aug_B8_B7_B6_B4_A4_A3_A1.csv,S2,A3,-4.86252092,-2.192308412,-3.424339558,-3.59645608,-4.938609715,-3.613415631,-3.828618579,-2.160853029,-1.657681493,-0.966980871,1.663926733,6.579847319,8.826414834,11.01683248,12.99067209,14.60813194,18.00863646,20.77029303,22.85127574,26.038067,27.63088967,28.69258046,29.42138278,32.33487317,34.7006159,34.78312183,37.24798626,38.14294634,39.71915323,43.38551016,47.87520745,47.88322885,49.41703687,48.76386499,51.4773931,49.33567687,51.48713339,48.80110724,50.05531186,51.05970687,47.24953753,47.54002714,48.10267169,47.63399221,47.75832406,48.59140469,47.1183302,47.95141083,46.56657184,49.25259799,50.80359474,50.66379303,47.98120464,51.84695088,49.41188025,50.20313497,49.36145997,49.99801608,50.45409048,50.78124938,50.02437214,S8,S25,L9,L1,13,0
B73,S2_B73-26July_B8_B6_B4_B3_B2_B1_A2.csv,S2,B8,8.906055968,8.202463795,8.241424925,8.169805201,8.372059302,8.659684116,10.05655522,11.17783363,13.54816002,16.98877158,18.7139475,21.31173815,22.86903743,24.09287529,26.38986309,28.99338331,30.51916992,32.57780727,35.75313937,38.13893563,40.40727554,43.84674119,46.60037635,47.65461869,50.0438527,50.81448093,51.50203029,54.71345873,55.30647005,56.48160649,55.84046671,57.58225841,56.00375969,54.99936467,56.1813766,54.64298492,54.29233475,54.2184232,53.92907951,54.05971389,53.76693245,52.88343153,53.12865747,53.26043776,53.49305863,53.28392903,52.62216278,52.65883208,52.93557069,52.17983936,51.44530747,53.06162141,51.99420103,53.28106424,52.10420893,52.65997799,53.50852849,53.98580233,54.55646829,55.38783006,54.71460465,S7,S26,L8,L1,13,0
B73,S2_B73-26July_B8_B6_B4_B3_B2_B1_A2.csv,S2,B6,-0.1946796,0.859150214,-1.467745984,-0.808271562,-1.972292618,-1.491581028,-2.156956916,0.597079318,0.449004106,0.914211458,4.264009207,4.207057202,7.900515037,9.821069566,10.11728875,13.25022197,16.03708869,19.26284107,21.74833199,24.14501444,26.69009297,29.25178727,32.69870137,36.1152487,38.84138189,42.93230055,45.6481205,48.94033599,51.25966914,54.44875223,56.41285155,57.87446689,60.84238826,62.18310951,64.37180828,63.65561104,65.56929007,66.45737466,66.19954365,69.21330165,69.66020873,70.21024822,72.08954978,73.98031051,74.03187671,75.55021487,76.87947695,78.31760102,77.89934183,78.8676405,78.91347712,78.47229962,78.75877852,78.83326303,76.62737552,76.10598393,73.57351047,72.79428787,71.9291216,68.98984811,68.42834947,S7,S26,L8,L1,13,0
B73,S2_B73-26July_B8_B6_B4_B3_B2_B1_A2.csv,S2,B4,1.302963322,3.365725976,4.178294721,3.775390799,3.432418263,3.280928222,4.261545489,6.407387023,9.186805287,12.29395541,16.82948932,17.97196716,21.85031848,25.23019651,29.03578218,32.97372111,36.53694564,41.70330608,42.73348419,45.23730976,49.87311128,52.91437125,53.67755104,55.0125427,54.33702546,56.74917778,56.8425699,55.82327798,57.60517672,55.85135291,55.35975512,55.45944978,52.80665519,53.64718427,50.70962966,50.52456429,50.31199695,51.16398519,48.36680523,48.17658325,47.96057816,48.60114497,47.69357982,47.20370091,47.20427387,46.81237074,46.30874083,46.15633406,45.71286473,44.4724111,44.54746857,44.56924097,47.64545137,47.91875224,47.36069135,47.45293755,50.09026228,45.75698248,46.01882419,47.64258658,50.44091245,S7,S26,L8,L1,13,0
B73,S2_B73-26July_B8_B6_B4_B3_B2_B1_A2.csv,S2,B3,3.639026844,3.023097214,3.004533382,2.982016141,2.769276911,2.870117483,3.713454062,3.228273401,6.038402203,6.884087908,9.629128705,12.11118187,15.37532243,17.16352371,19.00902077,21.46128013,25.67309288,28.19468014,29.58524871,30.93112657,33.58735891,34.11333416,35.58297091,36.47048253,37.8203711,38.51937961,37.77739926,39.87041409,39.44069574,41.37500126,40.71094318,41.50907338,41.96400187,41.1939466,43.00735802,42.16396414,42.83776251,44.17275417,43.89028598,42.64410278,43.82095809,42.18229879,42.97240759,44.00430458,42.93058167,42.9655321,44.05300599,42.93058167,43.23482226,43.14314902,44.28619982,43.92179866,44.54746857,43.19872592,44.97088438,44.27989728,43.76939189,45.93001573,45.11412383,46.57745804,48.24132748,S7,S26,L8,L1,13,0
B73,S2_B73-26July_B8_B6_B4_B3_B2_B1_A2.csv,S2,B2,6.889244529,5.697893385,5.028621385,5.185726412,6.496768439,5.291494421,5.961625858,8.726720178,9.387913473,11.91580327,14.49926996,17.85852152,21.54206718,23.44600593,27.01324117,33.17139155,35.89179516,38.19795029,39.60628055,43.73558738,46.68173636,48.06657535,49.40786955,49.41646391,52.54252164,52.16265063,54.77820296,53.4987882,55.46231457,54.80971564,56.40139239,57.01273836,55.361474,56.28622788,53.78927781,53.05073521,52.99916901,52.35229966,51.13992096,51.29863027,51.22013505,49.57116252,48.42410101,47.12978935,47.28105021,46.07611997,46.08299546,45.80969459,46.00621912,46.92581638,46.5671448,46.28983323,48.44415454,48.24419227,49.86795466,50.70332712,52.03430808,53.60822314,54.32671222,55.69780022,56.84371581,S7,S26,L8,L1,13,0
B73,S2_B73-26July_B8_B6_B4_B3_B2_B1_A2.csv,S2,B1,2.426418967,2.967233829,3.69013468,4.358661835,4.208489597,4.680091158,4.252206277,6.224040529,6.636570141,9.316293749,11.94158637,13.69426426,16.92345439,19.05313852,21.69218212,24.91965338,29.13261205,31.88624721,35.74626388,38.74913568,41.27645252,42.5432622,44.20655868,47.0043116,46.95045356,48.12960071,49.21363685,48.88017542,48.9225743,49.56142224,49.60783182,49.374638,49.21363685,48.614323,47.27703951,47.16760457,46.94472399,47.12864344,47.29021754,47.21114936,46.77684735,47.56982094,47.30626035,47.68154771,46.87596905,46.53735099,46.97222596,45.85553122,46.44682366,45.82631037,45.71401064,45.73521008,45.52894527,45.67848726,46.01882419,45.79365178,46.46515831,45.79537065,46.71324904,46.57344734,46.53792395,S7,S26,L8,L1,13,0
B73,S2_B73-26July_B8_B6_B4_B3_B2_B1_A2.csv,S2,A2,-1.134800209,-1.820115028,-1.661864085,-0.665032113,-0.621143546,0.442254663,0.910773711,2.441430461,3.938511884,5.896881627,8.868813711,10.93203473,14.20190487,17.91180659,21.44237252,25.48745456,30.69735979,34.77681929,40.13741242,44.7371176,49.23369038,53.96460289,58.16094578,61.12886716,62.88784759,64.24575757,64.8874703,65.80993235,65.50053514,64.30878293,62.94514337,61.0142756,59.53604449,57.02878118,55.36777653,54.41781251,53.0644862,50.85344206,50.216313,48.35649199,47.42142487,47.73024912,46.56657184,46.12367547,44.36584095,44.55892773,43.42905496,43.41988763,42.0465078,41.88951736,41.90498722,42.04135118,41.2712959,42.00697371,42.44070276,42.49799854,42.75067293,43.6714161,44.00430458,44.98177058,45.28658413,S7,S26,L8,L1,13,0
B73,S2_B73-27June_B6_B5_A6_A4_A3_A2_A1.csv,S2,B6,5.287770195,5.480112127,6.282482224,6.494476608,5.278717462,6.204559963,8.256321828,11.10392207,14.97539789,18.85718695,24.26590854,27.9861235,31.52413789,34.59232688,37.67483982,42.16339119,44.48157842,46.60324114,49.05206276,52.90463097,54.32785813,56.15100984,56.14528026,58.26980776,58.20105283,57.68539081,58.79119936,57.845819,56.92221103,57.5593401,57.06086682,57.17087471,56.80933835,57.17316654,57.41610065,57.0746178,56.27190393,58.01197676,57.04711583,58.43023595,56.87809328,57.67966124,58.55628666,59.14643319,57.70257955,57.67393166,56.69933045,56.18710618,55.88573038,55.99459236,55.33683681,54.72090718,52.75795378,51.25909618,49.87253832,50.25928483,50.12177496,49.7424769,50.18766511,51.0104325,50.81505389,S6,S27,L7,L1,13,0
B73,S2_B73-27June_B6_B5_A6_A4_A3_A2_A1.csv,S2,B5,4.048748964,3.676670171,3.421130995,3.107264715,2.658123099,2.371243131,3.042864258,4.859025877,6.285347013,9.120915141,10.47653328,12.1054523,14.78173816,17.49813106,18.79530751,21.86693425,23.7261823,25.66679035,29.83162056,32.56061854,36.81081946,40.47660344,44.28161615,47.82077646,50.922197,54.66189253,57.09008766,60.06889524,62.42375178,63.94781951,65.8213915,66.86417469,69.60291295,70.41651302,69.75761156,70.43370176,71.6426427,71.88328498,72.98336394,74.75380353,75.63042896,75.35540922,75.97420363,76.95396146,77.97382634,77.54410799,77.16022627,77.96809676,76.23203464,74.91996129,74.28397814,71.27594971,70.8118539,68.47991567,65.39740274,62.85347013,60.99708687,58.85995429,56.21174336,54.33014997,51.67277171,S6,S27,L7,L1,13,0
B73,S2_B73-27June_B6_B5_A6_A4_A3_A2_A1.csv,S2,A6,8.016825469,9.616523633,8.558843544,9.029241893,8.377215923,8.434511702,9.861176612,13.23532507,16.9314758,18.45898129,23.68607525,26.67462311,32.38070979,36.76154509,40.03084227,44.10342628,47.98005872,51.22242688,53.76750541,58.0520838,59.4042642,61.31221366,64.01084487,65.01352101,67.68923392,66.55477748,66.43445635,67.50015784,68.97838896,70.525375,72.02079485,72.2156005,72.10673852,72.75418083,72.17549345,71.06395533,67.45432122,67.71215223,66.70947609,65.13384215,62.23467571,61.00281645,62.24040529,61.43253479,60.32099667,58.60212329,60.09754313,60.00586988,58.65368949,59.3011318,59.04330079,58.55055708,56.57557156,55.85937432,56.10001659,55.99459236,55.59065711,56.47243916,54.33530659,55.17125201,56.69990341,S6,S27,L7,L1,13,0
B73,S2_B73-27June_B6_B5_A6_A4_A3_A2_A1.csv,S2,A4,11.93585679,12.94941913,12.81019038,13.22329295,12.09170131,13.51893918,13.87990259,16.96126961,19.70688336,23.0025366,27.85090546,31.32245674,35.78522501,41.3595314,45.09922693,48.2722672,52.53163545,55.70983234,58.07500211,61.74766158,64.03376318,65.69534079,66.56050706,66.97303667,66.887093,67.68350434,67.1220057,67.58610151,66.30267605,67.55745362,66.41153803,65.82712108,65.74690699,65.23124498,65.26562244,65.29999991,65.0937351,66.43445635,67.36837755,67.31108177,67.5631832,66.93865921,66.36570141,65.23124498,66.004738,64.56661393,62.79617435,63.15713776,61.30648408,59.93138537,59.82825297,58.6250416,56.84944539,57.54215136,56.23523463,55.64909881,54.29233475,55.30131343,54.62751506,55.29558385,56.96976653,S6,S27,L7,L1,13,0
B73,S2_B73-27June_B6_B5_A6_A4_A3_A2_A1.csv,S2,A3,1.385068174,2.964426336,3.085263135,2.05181916,2.099890319,2.146299901,2.830697987,4.809006662,6.032099667,10.20838904,14.00366147,16.75844255,19.56478983,25.01361846,27.78272349,31.68571199,33.4286496,37.33965951,42.99016928,46.41072732,50.0478634,52.78946645,55.95047461,58.94589796,59.55323323,59.91992621,61.6387996,62.17165035,63.62123357,66.17662534,64.29732377,64.79579705,66.1594366,66.27975774,64.52077731,65.52918303,65.0937351,62.85347013,63.98219698,64.03376318,63.87906458,64.21710968,62.41229262,64.68120549,63.28318847,63.9764674,66.64645073,65.29427033,66.40580846,66.14797745,65.27135202,67.68923392,70.72591023,71.52805114,71.75723426,70.85196095,70.77747643,71.36189338,68.13041142,67.4084846,66.35997183,S6,S27,L7,L1,13,0
B73,S2_B73-27June_B6_B5_A6_A4_A3_A2_A1.csv,S2,A2,10.63065893,10.87473895,11.16007193,10.41579976,11.0030815,10.59685442,10.27084144,10.25766341,11.64479423,11.93471087,13.73322539,14.16580853,16.14251292,16.99679299,18.81879878,19.77048168,22.39692021,23.59325609,24.81422915,27.25502936,28.51954721,30.08830565,32.40019036,33.53006313,32.78063433,35.85226107,34.72582605,37.64848376,38.57323764,38.99608049,37.55108094,40.18095721,38.21800381,39.1725515,41.52053254,39.76040619,42.18057992,42.38913656,41.3228621,41.13951561,42.18115288,41.98921202,42.96381323,42.77301828,43.75735977,45.18975426,44.39105109,47.283915,45.68478979,46.89487666,46.7842958,49.37234616,49.83644198,49.80435634,50.29194343,50.61509162,51.587401,53.58988849,53.7119285,54.04367107,53.935955,S6,S27,L7,L1,13,0
B73,S2_B73-27June_B6_B5_A6_A4_A3_A2_A1.csv,S2,A1,2.950732645,3.663091072,4.796974548,5.129347365,6.037829245,5.940999378,5.947874871,6.598181969,5.70488347,6.613651829,7.557886276,7.938330252,7.799674465,8.99887513,9.786692099,10.76530401,12.15071596,12.93795997,13.77505131,14.47921644,15.09686494,16.98590679,16.87647186,17.90722293,19.97158986,20.37266032,22.60948755,21.80161706,24.16564093,24.02469331,24.78672718,26.5119031,26.26381237,25.34879877,25.79799768,27.20002541,28.01305252,29.68551632,28.59403172,28.92405541,30.91107305,29.81958845,29.5514442,30.79132487,31.08467926,30.36275244,30.54667189,31.19583307,31.93151088,31.98594187,32.86772392,33.50313411,33.92540401,33.86753527,35.25409313,34.86104409,36.04821264,38.43630073,38.22258747,38.7462709,38.07877506,S6,S27,L7,L1,13,0
B73,S2_B73-28Sep_A4_A3.csv,S2,A4,9.463543902,9.808464495,10.4152268,8.771983843,8.931839068,8.197880133,9.498494328,9.157011482,9.821642524,9.723093783,10.37913046,9.924774927,10.33558567,11.32221899,11.46717731,11.9994551,11.74105114,12.92306307,13.71832849,13.95782485,14.81439675,15.4096999,14.93242606,15.44808807,16.81000875,16.78307973,16.2513749,17.23686231,17.33942175,17.01741947,17.04492145,17.52448712,16.90282791,17.92727645,18.66753792,19.19695093,19.68969463,20.31020792,22.09497145,21.97522327,22.55677544,22.89367462,24.76610069,24.13240937,24.15532768,25.40838638,25.96988502,26.9381837,26.42309464,26.73822143,27.60911727,28.17749141,27.93684913,27.54265417,29.97199522,28.84269541,28.98192415,29.47695969,31.47429056,31.32818632,30.59308147,S9,S28,L10,L6,13,0
B73,S2_B73-28Sep_A4_A3.csv,S2,A3,3.495329029,4.272374391,3.564370444,4.76110739,4.48729086,3.771609278,3.397868908,3.452700969,5.241131431,6.285347013,8.383518458,11.01052995,13.61405017,14.00709922,15.26073087,17.11195751,20.65226373,22.18320695,25.17347369,25.78940332,28.20900409,31.03597785,31.27833899,36.18916026,37.63358686,40.59062204,41.91300863,44.79097563,47.24208908,49.96764931,51.42697282,51.53869959,53.43518989,55.89031404,54.87904353,55.81009995,57.5077739,54.68022718,54.82232071,53.51253919,54.37942434,56.11147575,55.35230667,55.28985427,56.3429507,54.79825648,55.24688244,55.24172582,55.2147968,52.13285682,52.43194079,52.99229351,51.33243478,52.27323148,51.54041846,49.30416419,48.22814945,48.13762212,48.52264975,47.66722377,46.51729747,S9,S28,L10,L6,13,0
B73,S2_B73-30Aug_B7_B5_B4_B1_A4_A3_A2.csv,S2,B7,3.573881543,4.232840303,4.143859958,3.852281736,4.877761597,3.507475734,4.951615857,4.087595502,6.283628139,6.75631832,8.476337621,10.42095638,12.39880669,13.56362988,15.12837762,18.66524609,21.04817756,23.95937612,25.85185572,30.11924537,32.20653062,36.16452307,39.02472838,42.46304811,47.91359562,51.33587253,53.10000958,55.85249883,59.26675433,60.93406151,63.23735185,64.49212942,64.79006747,66.61207326,65.74117741,65.35729569,67.31681135,68.03873817,69.28205659,69.96387636,72.00933569,72.24424839,74.09490207,73.99176966,76.10025435,76.02576984,77.2576291,76.69040088,76.7362375,76.16900928,76.35235578,74.71369649,73.71674992,72.86304281,69.49978055,68.85806782,65.80420277,63.873335,62.96233211,60.02305862,58.87141345,S8,S30,L9,L5,13,25
B73,S2_B73-30Aug_B7_B5_B4_B1_A4_A3_A2.csv,S2,B5,-3.434194432,-3.022638848,-2.086425811,-2.658065803,-1.326970254,-0.841503114,-0.653343774,1.370801525,2.728654204,6.952269886,7.604295857,11.06438798,14.2666491,15.09571903,17.99889618,20.4924085,22.61980079,24.15131698,26.40762478,29.74682281,30.43723695,32.25408612,33.43724397,32.52509516,35.33086948,35.56692809,36.59252254,36.4939738,36.56673944,35.62021317,34.93037198,36.52204874,35.68323852,35.45520132,35.54286386,33.13300338,34.24167671,32.73708954,33.979835,33.58392116,32.44889177,30.15763355,31.08697109,30.52375358,32.39503374,31.4221514,31.04571813,31.83181622,32.14923484,30.59308147,29.69009999,32.07990695,33.26363775,33.00924449,34.17406769,34.27318939,35.42884526,34.97277086,36.40000872,35.41509427,36.82514341,S8,S30,L9,L5,13,25
B73,S2_B73-30Aug_B7_B5_B4_B1_A4_A3_A2.csv,S2,B4,20.67919274,21.43091337,22.56995347,23.00081773,22.09726328,21.90417651,21.82109763,23.20536366,25.01877508,26.8321865,30.21149158,33.54839778,36.82514341,41.00315165,46.15747998,50.70619191,54.2631139,58.17240494,62.90503633,65.01925059,68.57158892,70.02117214,70.39359471,71.41918916,70.93217504,71.60826524,70.90925673,69.05287347,69.47686224,67.9527945,65.29427033,66.56050706,65.74117741,64.57807309,65.56929007,65.18540835,66.89855216,66.64645073,68.49137483,68.54294103,68.20489593,69.04714389,67.99863113,67.77517759,67.47723953,66.80687891,67.31108177,65.64950417,64.42910406,63.22589269,61.6387996,60.4699657,59.55323323,60.49288401,61.11740801,61.26637703,62.25186444,62.84201097,63.1972448,63.22016311,64.06241107,S8,S30,L9,L5,13,25
B73,S2_B73-30Aug_B7_B5_B4_B1_A4_A3_A2.csv,S2,B1,-3.856005961,-4.41601491,-5.009370003,-3.762785728,-5.073827755,-5.495925762,-6.51739492,-5.521766159,-4.417046234,-1.856154073,-0.926472755,0.814516802,4.550774584,6.793560577,9.512818273,12.24754583,14.45973588,18.17765901,20.24374482,22.62438446,26.07702813,28.24338155,30.78731416,32.71531714,35.3984785,36.64523466,38.28675874,39.27740277,41.43287,42.53638671,43.81923921,45.57134415,47.75488631,49.64392816,49.55741153,50.03640425,51.68594974,52.37865572,52.12426245,53.72739837,53.89355613,53.65864343,55.62503458,55.65425543,56.08053603,56.80647356,55.48580584,56.4718662,56.30398957,55.86567686,55.97797658,55.79004643,54.96727903,54.7151776,54.46995167,54.42526096,54.44703336,53.07709127,51.08491701,50.15901722,49.4411011,S8,S30,L9,L5,13,25
B73,S2_B73-30Aug_B7_B5_B4_B1_A4_A3_A2.csv,S2,A4,-1.613162672,-0.963371237,-0.542728542,-0.89123585,-2.34437141,-0.184698675,-2.612687546,-0.961652363,0.621831095,2.204913483,2.195803454,4.70192085,7.093790462,9.7500228,11.07756601,14.00308851,15.46699568,18.10374745,21.15188292,24.12954458,27.56557248,31.31443534,34.51497758,37.02682455,41.86774496,44.50392378,48.9225743,50.62425895,55.3545985,57.54788094,60.36110372,64.59526182,67.24232684,71.19573562,72.39321741,75.09757821,75.23508808,74.9944458,75.38405711,75.02309369,74.9944458,75.10330779,73.61361752,72.69115547,72.26143712,72.02079485,71.22438351,69.75761156,68.19343678,68.28511002,66.14797745,65.52345345,62.80190392,63.35194341,61.47264184,60.20640511,58.83703598,56.55551804,54.51406942,53.23293579,51.85497229,S8,S30,L9,L5,13,25
B73,S2_B73-30Aug_B7_B5_B4_B1_A4_A3_A2.csv,S2,A3,-8.24543563,-9.227485291,-9.385048684,-9.080235137,-9.064192319,-8.593793969,-9.034398514,-7.910828277,-7.323546537,-6.251542503,-4.519147313,-3.02682144,-2.531270243,-0.167974037,1.130674913,3.632724308,6.067050093,9.020074569,10.47366849,13.24793014,16.25309377,18.15359478,21.51685704,22.59516361,26.19391152,29.65858731,30.67329556,32.67406418,37.16261555,38.93305514,40.31674821,41.78695791,46.03372109,47.90500125,49.00106951,49.70294281,53.50050708,53.56410539,56.1406966,56.14012364,56.00777039,56.01922955,58.3901289,58.0005176,58.42450637,58.64223033,61.28356577,60.68196008,63.22016311,63.03108704,62.83055181,64.74423085,64.38899702,64.85309283,66.57769579,66.3943493,66.47456339,65.3286478,65.16249004,64.37180828,63.97073783,S8,S30,L9,L5,13,25
B73,S2_B73-31July_B8_B6_B3_B2_B1_A3_A2.csv,S2,B8,9.285354028,9.417134321,9.619388422,10.52809949,10.12531016,10.73665612,11.44540492,12.75518644,13.9177178,14.43166094,15.95687459,18.34553564,19.02850133,21.45440464,22.68855573,25.29322187,26.5376862,29.80812929,31.89942524,34.05489247,37.66567249,40.70578656,43.32305776,47.47986657,51.04652884,54.12674995,58.01770633,60.43558823,62.57845038,64.43483364,66.79541976,67.67204518,70.61704825,71.06968491,70.79466517,71.66556101,74.33554434,75.16060357,76.00285152,77.20033332,79.62394479,80.90164067,81.89285766,80.91309983,81.41730269,81.09644632,79.89323495,78.85045177,76.99979809,75.81377545,73.14379213,70.46807922,69.00130727,65.99900842,63.33475467,61.08303054,59.59334027,56.65234791,55.03889876,50.60420542,48.02818718,S7,S31,L8,L6,13,0
B73,S2_B73-31July_B8_B6_B3_B2_B1_A3_A2.csv,S2,B6,1.088104149,1.039689215,0.991961831,0.7453035,0.69385189,1.679740368,1.943014475,5.447338941,7.237602868,9.438906717,12.69617178,17.06039131,20.06899269,23.15895408,22.31670612,24.35528996,27.74834602,28.77050272,29.49357546,31.65992889,35.10054045,36.53637268,40.8816846,44.97489509,46.67543382,49.92525044,51.81028158,51.41837845,54.21613136,53.90329641,54.68824859,56.12637265,54.98847847,54.17946207,55.02973143,54.45963843,53.83053077,51.88992272,53.7337009,50.75374741,51.51348944,51.07173898,52.36547769,50.1280775,49.57975689,50.09427299,49.05034388,46.48807662,48.66531625,46.93326483,47.91588745,46.41817577,48.15251902,48.1147038,48.16340522,47.99839337,47.66493193,47.15385358,48.63265765,46.94243216,46.64220227,S7,S31,L8,L6,13,0
B73,S2_B73-31July_B8_B6_B3_B2_B1_A3_A2.csv,S2,B3,-1.532490215,-1.640721942,-0.784894884,-1.328803718,-2.421090459,-2.999548649,-2.910052641,-0.01981861,2.934517939,6.7511617,9.409112912,13.35908395,17.1663885,20.6648688,24.12095022,26.76686932,29.09135909,30.88815474,34.82609366,35.86314727,38.31769846,39.29287263,42.97240759,43.71725273,45.92715094,47.30683331,49.0990453,50.3967947,51.75183989,52.39813628,52.42334642,53.19053691,50.75718516,51.31066239,49.90863466,50.1469851,48.98961036,48.97127571,49.25603573,48.92830387,51.59427649,50.59962176,52.06410189,50.30397554,51.00183813,50.50164598,51.23732379,49.57861097,50.52399133,50.01749664,50.121202,50.12234792,48.97127571,47.53601643,46.21534871,45.41148893,47.26558035,47.3165736,48.30034213,49.7017969,50.31715357,S7,S31,L8,L6,13,0
B73,S2_B73-31July_B8_B6_B3_B2_B1_A3_A2.csv,S2,B2,-6.210289541,-6.20799771,-6.087676573,-7.404906544,-6.057882768,-6.097989814,-7.269688505,-6.908725094,-6.424575757,-5.843596553,-5.109694913,-3.704916991,-2.17128086,-1.575805824,0.003136371,2.514998242,4.636259887,6.464109845,7.500017538,9.246392898,10.19005439,12.3890664,14.46947616,15.93051854,16.51378957,18.12609281,20.13029917,21.95803454,23.19906112,25.70059486,26.87114763,27.66526714,30.66985782,30.61428091,32.87975603,32.65114587,33.69793976,33.70137751,34.04056852,35.01459678,35.47640076,35.16872242,35.98690615,38.03293844,37.71093616,38.53656834,38.82304724,39.08259712,40.04344734,40.73271557,40.10418087,40.89944629,41.61793536,42.14333766,43.00793098,42.87156702,43.28352368,42.87901547,42.63436249,42.07171794,41.61277874,S7,S31,L8,L6,13,0
B73,S2_B73-31July_B8_B6_B3_B2_B1_A3_A2.csv,S2,B1,-3.927167319,-3.634729661,-2.963108533,-3.302528731,-3.208277174,-3.480833197,-1.470839956,-1.279357461,1.512264804,3.47590576,4.971268309,7.698833893,9.668089835,12.10029568,15.53002104,17.88602349,20.60871893,24.60681843,27.6549539,32.04954019,35.40191625,39.27854869,41.90613314,45.34789061,48.42066327,50.34236371,52.05550752,54.62808802,56.2953952,57.97186971,58.40731764,59.58188112,61.23199957,59.10059657,59.8970079,59.77095719,59.04330079,60.58455726,60.63612346,60.94552067,61.17470379,61.90236019,62.12581373,61.37523901,61.10594885,61.77630947,60.09754313,60.49861359,59.27248391,58.14948663,57.06201273,55.06926552,53.75375442,53.91532852,52.70867941,51.56734748,50.44893386,49.46860307,49.01940416,48.42352806,48.00584182,S7,S31,L8,L6,13,0
B73,S2_B73-31July_B8_B6_B3_B2_B1_A3_A2.csv,S2,A3,3.611181095,2.337037551,2.013373692,2.974682281,3.046473892,2.48692331,2.674452396,3.387383781,4.345541101,5.3447222,7.048526796,8.378361838,10.43986399,12.56553741,14.6087049,16.76474509,18.7099368,21.93454327,23.76055976,25.9389453,29.45003067,32.84308673,34.62269364,36.80050622,40.49150034,42.07057202,42.38455289,46.0675256,45.9317346,46.36087999,48.38743171,47.87406153,47.63513813,48.20580409,46.76481524,47.09197414,46.22852674,44.60591027,44.07305952,44.50793448,43.90518288,42.24303232,41.68439847,41.36468802,42.92714393,40.91491615,41.21170829,42.75296476,41.68611734,41.92274891,41.93707286,43.74188991,42.99933661,43.1528893,44.14811699,44.94166353,45.98788447,46.37864168,45.65385007,47.08509865,47.596177,S7,S31,L8,L6,13,0
Mo17,S3_Mo17-1July_F8_F6_F3_E3_D6_C3_C2.csv,S3,F8,-3.674779411,-5.266055095,-5.006505214,-1.558273315,-2.44796218,-0.968241378,-3.39213933,-2.382358512,2.668780114,3.401707725,3.866548385,7.279428787,9.562665601,10.12588311,12.92306307,17.45458627,17.51245501,21.9694937,22.97331575,27.12210315,27.60510657,29.39330785,34.1929753,35.15325256,35.27471962,39.30662362,39.18687544,39.73061239,40.70693247,40.35341751,42.97985604,45.36679822,44.71190746,43.02340084,46.25373689,44.03467134,44.99265678,47.23120288,48.04251112,46.1448749,48.67333765,44.70102126,46.19185744,49.0732622,48.45790552,49.76023859,47.67467222,50.92678066,48.17028071,50.65347979,52.30703599,49.89201888,49.37120025,52.08300949,50.6615012,50.51482401,52.5322084,51.43785902,50.40939977,50.26329554,52.60669292,S7,S1,L7,L5,13,0
Mo17,S3_Mo17-1July_F8_F6_F3_E3_D6_C3_C2.csv,S3,F6,6.420565052,3.087841445,2.390838288,3.512059397,3.836525396,2.223362724,2.950331574,3.141355703,4.196056413,6.550626472,11.23856715,10.13390452,11.67172324,13.82719047,18.47846185,17.84992715,18.28594803,20.18071946,22.68912869,23.83103357,29.49930504,31.50866803,32.66489686,35.04496354,35.90783798,35.03407734,38.30050973,40.5734333,41.70330608,40.65020965,43.69891808,43.28638846,44.46095194,45.79823544,47.23120288,45.40002977,48.83147401,50.25183638,48.25221367,49.20676136,52.52304108,50.5801412,50.63972881,52.99057464,52.56543996,49.13800643,52.83243829,49.03258219,49.35630335,47.9193252,46.19013857,47.50736854,48.74724921,47.1658857,47.89697984,44.07076769,48.13934099,43.87997274,45.91339996,45.30148103,44.24609277,S7,S1,L7,L5,13,0
